"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Dorn";0;0,0833333333333333;28;10;12;0,984848484848485
"2";"Nina";0,1;0,0909090909090909;38;11;11;0,984848484848485
"3";"Arkadina";0,1;0,0909090909090909;38;11;11;0,984848484848485
"4";"Masha";0,1;0,0909090909090909;38;11;11;0,984848484848485
"5";"Jakov";0,1;0,0909090909090909;20;11;11;0,984848484848485
"6";"PolinaAndreevna";0,1;0,0909090909090909;38;11;11;0,984848484848485
"7";"Medvedenko";0,1;0,0909090909090909;38;11;11;0,984848484848485
"8";"Sorin";0,1;0,0909090909090909;38;11;11;0,984848484848485
"9";"Shamraev";0,1;0,0909090909090909;38;11;11;0,984848484848485
"10";"Povar";0;0,0833333333333333;10;10;12;0,984848484848485
"11";"Treplev";0,1;0,0909090909090909;38;11;11;0,984848484848485
"12";"Trigorin";0,1;0,0909090909090909;38;11;11;0,984848484848485
