"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Efim";0;0,0909090909090909;7;7;11;0,955555555555555
"2";"MarijaVasilevna";0;0,1;23;8;10;0,955555555555555
"3";"ElenaAndreevna";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
"4";"Marina";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
"5";"Sonja";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
"6";"Serebrjakov";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
"7";"Rabotnik";0;0,1;16;8;10;0,955555555555555
"8";"Astrov";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
"9";"Telegin";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
"10";"Vojnitskij";0,285714285714286;0,111111111111111;30;9;9;0,955555555555555
