Source;Type;Target;Weight
PervyjFrant;Undirected;Zodchij;1
Devushka;Undirected;Junosha;1
Nischaja;Undirected;Zodchij;1
Rabochij_3;Undirected;VtorojFrant;1
DochZodchego;Undirected;PervyjIzTolpy;1
DochZodchego;Undirected;Poet;2
ChelovekVChernom;Undirected;DochZodchego;1
Chernyj;Undirected;GolosaVTolpe;2
Chernyj;Undirected;VtorojRabochij_2;1
GolosTretego;Undirected;VtorojRabochij_1;1
ChelovekVChernom;Undirected;Shut;1
PervyjFrant;Undirected;ProdavschitsaRoz;1
PervyjFrant;Undirected;VtorojRabochij_2;1
DochZodchego;Undirected;Zolotoj;2
DochZodchego;Undirected;PervyjRabochij_2;1
PervyjIzTolpy;Undirected;Poet;1
GolosNischego;Undirected;Nischaja;1
Chernyj;Undirected;GolosNischego;1
PervyjIzTolpy;Undirected;VtorojIzTolpy;1
GolosNischego;Undirected;Shut;1
PervyjFrant;Undirected;TretijRabochij_3;1
PervyjRabochij_1;Undirected;ProdavschitsaRoz;1
GolosaVTolpe;Undirected;Zodchij;2
Nischaja;Undirected;Zolotoj;1
Chernyj;Undirected;TretijRabochij_3;1
DrugojRabochij_3;Undirected;GolosaVTolpe;1
Junosha;Undirected;PervyjNeizvestnyj;1
Chernyj;Undirected;DochZodchego;2
Devushka;Undirected;GolosTretEgo;1
PervyjIzTolpy;Undirected;Shut;1
Chernyj;Undirected;DrugojRabochij_3;1
Shut;Undirected;TretijRabochij_3;1
ChelovekVChernom;Undirected;Zolotoj;1
PervyjRabochij_2;Undirected;Zodchij;1
PervyjFrant;Undirected;PervyjRabochij_1;1
ChelovekSFakelom;Undirected;DochZodchego;1
ChelovekSFakelom;Undirected;GolosNischego;1
Shut;Undirected;VtorojIzTolpy;1
PervyjRabochij_1;Undirected;VtorojNeizvestnyj;1
DochZodchego;Undirected;VtorojIzTolpy;1
ChelovekVChernom;Undirected;GolosNischego;1
PervyjRabochij_2;Undirected;VtorojRabochij_2;1
ChelovekVChernom;Undirected;VtorojIzTolpy;1
PervyjRabochij_2;Undirected;VtorojFrant;1
DochZodchego;Undirected;Shut;2
Devushka;Undirected;GolosTretego;1
GolosNischego;Undirected;ObydennyjGolos;1
GolosaVTolpe;Undirected;Shut;2
ObydennyjGolos;Undirected;Zolotoj;1
DrugojRabochij_3;Undirected;PervyjRabochij_2;1
Chernyj;Undirected;Zodchij;2
Chernyj;Undirected;Nischaja;1
DrugojRabochij_3;Undirected;Zolotoj;1
GolosaVTolpe;Undirected;VtorojFrant;1
DochZodchego;Undirected;ObydennyjGolos;1
PervyjRabochij_1;Undirected;VtorojRabochij_1;1
